movie_id,rating,date,runtime,metascore,imdb_rating,boxoffice,budget,buzz,Adventure,Comedy,Family,Animation,Action,Sci-Fi,Mystery,Thriller,Biography,Drama,Sport,Fantasy,Crime,Romance,Music,Musical,Horror,History,War,Documentary,News,Western,Short,
386,Not Rated,2006-02-24,74,72,7.3,379418,450000,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
390,R,2006-07-14,91,45,5.8,355968,11000000,5,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
435,R,2007-12-26,95,48,6.1,320700,18900000,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
447,R,2007-04-26,85,65,6.6,2283291,3200000,15,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
470,PG-13,2007-05-25,169,50,7.1,255923,300000,18,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
478,PG-13,2007-07-27,87,80,7.3,239962,4700000,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479,PG-13,2007-03-02,100,27,5.8,234750,7000000,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
494,PG-13,2007-02-09,102,27,4.1,199176,2000000,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
496,PG,2007-09-28,110,44,6.1,194523,15000,3,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
510,PG,2007-03-23,103,41,6.2,145382,1600000,7,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
516,PG-13,2007-02-14,104,59,6.5,289773,35000000,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
517,PG,2007-04-04,92,36,4.3,131719,10000000,3,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
526,PG,2007-07-27,104,50,6.3,119452,6000000,4,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
532,R,2007-11-21,100,35,6.3,107492,3500000,5,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
537,R,2007-10-05,116,46,5.8,103509,30000,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
548,PG,2007-11-21,114,38,7.5,84689,350000,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
558,PG,2007-06-15,99,53,5.9,70644,18000000,4,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
560,R,2007-04-06,191,77,7.5,82280579,150000000,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
569,R,2007-03-23,89,32,5.1,56131,3200000,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
578,R,2007-10-19,148,73,8.1,27854931,1500000,6,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
641,PG-13,2007-07-27,120,77,7.3,19875,3300000,4,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
660,R,2007-10-19,118,63,7.2,14443,9000000,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
666,R,2007-07-13,96,24,4.6,336530303,258000000,7,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
667,R,2007-07-13,93,64,6.5,322719944,160000000,9,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
668,PG-13,2007-06-01,85,68,6.6,319246193,151000000,9,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
670,Not Rated,2007-01-12,166,70,7.7,292137260,150000000,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
672,Not Rated,2007-03-23,127,82,7.5,227471070,130000000,17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
674,PG-13,2007-05-11,97,70,6.0,217326974,55000000,11,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
675,R,2007-05-11,120,78,7.7,210614939,60000000,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
678,PG-13,2007-08-03,90,65,6.7,206445654,150000000,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
680,R,2007-02-23,99,42,5.5,183135014,72500000,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
681,R,2007-04-13,93,34,5.7,168213584,60000000,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
684,PG,2007-10-12,119,43,6.6,148761765,27500000,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
685,TV-MA,2019-09-27,115,48,6.2,143495265,7000000,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
686,R,2007-09-21,107,39,5.9,140125968,180000000,28,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
688,R,2007-08-24,111,25,5.8,134529403,110000000,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
689,PG-13,2006-09-22,118,74,6.9,130164645,100000000,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
692,R,2007-08-10,110,33,4.6,127706877,85000000,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
694,R,2006-11-10,113,52,6.9,126631277,150000000,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
695,PG-13,2008-07-16,93,61,6.3,121463226,17500000,14,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
697,Not Rated,2007-04-06,113,39,6.6,118871849,75000000,5,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
698,PG-13,2007-01-01,111,78,7.0,118594548,61000000,5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
699,R,2007-09-07,93,32,5.3,117144465,85000000,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
700,PG,2007-11-09,142,44,5.2,115802596,120000000,7,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
702,R,2007-09-21,101,54,6.8,100289690,175000000,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
705,PG,2007-11-02,89,59,7.9,93466502,45000000,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
706,G,2007-08-17,90,64,6.9,90648202,22000000,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
709,R,2008-04-25,96,50,5.0,82234139,25000000,45,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
710,R,2007-09-28,101,73,6.6,80818974,20000000,9,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
713,R,2006-11-01,168,80,6.7,74273505,25000000,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
717,PG-13,2007-01-31,120,59,7.2,71985628,22500000,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
718,R,2006-04-21,135,70,7.2,70107728,205000000,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
721,PG-13,2007-06-15,87,38,4.8,63300095,10000000,12,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
722,R,2007-06-15,132,59,6.5,61356221,14000000,12,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
728,R,2007-05-10,84,64,6.8,55204525,15000000,45,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
729,R,2006-07-20,123,65,6.3,54149098,35000000,7,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
734,Not Rated,2007-04-27,101,86,7.7,53606916,48000000,8,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
736,PG-13,2007-02-02,96,41,4.4,50980159,30000000,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
737,PG-13,2007-04-11,85,70,6.2,50648679,45000000,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
738,PG,2007-01-12,89,72,7.9,50572589,40000000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
740,R,2007-03-16,93,70,6.7,49121934,13000000,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
744,Unrated,2006-06-29,90,82,7.0,49033882,21500000,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
745,R,2007-12-07,145,44,5.4,47852604,20000000,17,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
750,PG,2008-09-26,92,58,7.3,47003582,60000000,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
751,G,2019-11-12,100,48,6.3,43799818,35000000,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
754,R,2007-10-26,124,43,6.2,43107979,28000000,2,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
755,R,2006-10-18,100,39,6.1,42674040,39000000,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
761,R,2007-08-30,88,55,6.8,40222514,25000000,10,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
762,Unrated,2007-01-31,88,56,6.8,39739367,20000000,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
764,R,2007-03-23,101,58,6.2,39687694,24000000,7,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
765,R,2007-10-18,120,42,7.3,39568996,30000000,49,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
768,PG,2008-09-05,90,52,7.0,38634938,70000000,9,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
772,PG,2007-11-16,91,60,6.3,36793804,70000000,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
774,R,2006-10-21,108,60,6.4,36605602,21000000,9,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
775,PG,2006-12-07,123,63,7.6,35662731,17000000,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
776,PG,2006-05-26,93,85,7.3,35374833,16000000,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
779,R,2010-04-02,93,57,5.7,35017297,25000000,39,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
781,R,2007-05-25,100,52,4.6,33080084,85000000,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
789,Not Rated,2006-10-27,113,73,6.8,31664162,25000000,3,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
791,PG,2007-04-19,102,73,7.9,30226144,15000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
795,R,2006-08-25,96,62,6.5,28638916,15000000,12,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
800,R,2007-09-27,118,52,6.2,28563179,28000000,5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
806,PG,2007-11-02,98,66,6.7,27669725,50000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
809,PG-13,2008-10-14,98,22,5.4,25593755,13000000,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811,R,2008-06-19,102,46,6.7,25584685,20000000,13,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
813,Unrated,2009-04-25,88,70,7.0,25126214,40000000,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
815,R,2008-09-11,98,48,6.2,25031037,53000000,10,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
817,R,2008-10-10,95,50,6.7,24538513,9000000,9,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
818,Unrated,2006-09-29,89,77,7.3,24343673,45000000,9,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
825,Not Rated,2007-03-29,87,62,5.8,23618786,16000000,18,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
828,Not Rated,2006-04-28,86,54,5.9,22486409,25000000,11,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
836,PG-13,2007-07-13,96,31,5.7,20804166,15000000,16,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
841,R,2006-10-13,92,66,6.7,20342161,10000000,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
843,R,2007-03-30,96,66,6.3,20300218,19000000,8,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
844,R,2007-11-16,90,52,6.1,19661987,20000000,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
846,R,2006-09-08,96,57,6.1,19097550,1500000,3,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
848,R,2007-11-30,100,52,6.3,18882880,20000000,12,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
849,Unrated,2006-10-04,92,60,6.5,18663911,16500000,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
850,Unrated,2007-01-24,95,78,6.9,18354356,20000000,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
851,PG-13,2007-03-16,100,33,5.4,18317151,35000000,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
854,Unrated,2006-03-10,90,65,7.2,18211013,70000000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
855,Not Rated,2007-01-21,84,46,6.0,17544812,7500000,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
856,R,2006-10-19,110,73,7.2,17181265,50000000,2,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
858,Not Rated,2006-12-08,99,71,6.7,16574590,20000000,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
863,Not Rated,2009-05-22,81,60,6.9,16285240,55000000,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
864,R,2021-08-01,111,45,6.3,15849032,47000000,42,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
867,R,2006-10-20,102,44,6.4,15800078,20000000,13,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
877,Not Rated,2016-12-09,84,59,5.2,15132763,80000000,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
878,R,2007-10-10,92,21,7.4,15074191,80000000,9,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
879,Unrated,2006-03-12,84,72,8.1,14998070,35000000,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
885,Not Rated,2007-02-09,143,76,8.5,14373825,8600000,15,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
887,R,2008-02-21,77,54,6.1,13938332,25000000,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
891,R,2007-08-03,91,52,5.8,13610521,8500000,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
895,Not Rated,2006-09-08,112,54,7.4,13235267,6000000,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
896,R,2006-07-19,77,60,6.4,12796824,39000000,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
897,R,2006-01-21,92,77,6.3,12559771,14000000,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899,PG,2007-08-03,96,74,7.4,12406646,30000000,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
905,Not Rated,2007-06-27,83,75,6.4,11892415,16500000,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
908,Not Rated,2006-09-13,100,54,5.4,11284657,2000000,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
911,Not Rated,2007-08-22,83,63,5.6,11052958,10500000,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
912,R,2008-01-18,93,49,5.8,11003643,13000000,14,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
916,R,2007-03-30,106,72,6.7,10299782,15500000,14,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
922,Not Rated,2006-03-16,98,64,6.9,9736045,27500000,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
926,PG-13,2006-07-15,100,48,6.3,9534258,20000000,2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
928,R,2007-04-20,95,57,6.1,9445857,150000,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
930,Not Rated,2007-03-10,94,69,7.5,9396870,15000000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
931,R,2007-03-23,93,14,5.3,9176787,15000000,17,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
940,PG-13,2008-07-18,152,84,9.0,8580428,20000000,9,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
941,PG-13,2008-05-02,126,79,7.9,8135024,20000000,4,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
943,PG-13,2008-07-02,92,49,6.4,8093373,3300000,5,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
948,PG-13,2008-11-14,106,58,6.6,7164995,25000000,3,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
949,G,2008-03-14,86,71,6.8,7159147,4000000,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
952,PG-13,2008-07-18,108,51,6.4,7006708,4000000,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
955,R,2008-12-25,120,84,8.0,6777741,23000000,6,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
956,PG-13,2008-06-13,112,61,6.6,6623082,9000000,10,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
959,PG-13,2008-12-25,166,70,7.8,5956480,12500000,4,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
960,PG-13,2008-11-26,88,41,5.7,5932060,67000000,4,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
963,PG,2008-12-25,99,33,6.0,5755286,55000000,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
964,PG-13,2008-08-01,112,31,5.2,5694308,7000000,14,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
965,PG,2008-07-11,93,57,5.8,5490423,10000000,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
966,PG-13,2008-09-26,118,43,6.6,4857374,13000000,3,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
967,R,2008-07-25,98,51,6.9,4617608,45000000,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
973,R,2008-08-06,111,64,6.9,4443403,7300000,4,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
974,PG-13,2008-12-25,121,56,7.1,4398532,22000000,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
981,PG-13,2008-07-11,120,78,7.0,3526588,15000000,10,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
983,PG,2008-02-14,96,62,6.5,3438735,9000000,3,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
984,PG-13,2008-02-08,112,29,5.7,3287315,16000000,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
985,PG-13,2008-12-19,123,36,7.6,3172382,13000000,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
988,R,2008-04-18,111,67,7.1,2956339,9000000,2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
991,PG-13,2008-02-14,98,50,6.2,2426851,4000000,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
993,R,2008-05-30,86,47,6.2,2201923,12000000,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
997,PG-13,2008-08-22,97,55,5.5,1661464,7000000,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1005,PG-13,2008-02-08,114,46,5.5,1237615,15500000,10,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1009,R,2008-09-12,101,36,6.0,1134358,2000000,3,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1012,PG-13,2008-01-25,87,9,2.8,1066555,10100000,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1024,PG-13,2008-03-21,110,41,5.7,900926,10000000,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1027,R,2009-01-30,128,83,7.5,876671,40000000,10,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1028,PG-13,2008-11-26,104,51,6.1,872643,7400000,4,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1030,PG-13,2008-10-03,90,64,6.6,871577,6400000,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1031,R,2008-10-31,101,56,6.5,850920,2000000,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1035,G,2008-07-18,81,36,4.5,769726,5250000,6,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1043,R,2009-01-30,109,80,7.9,635733,21600000,9,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1045,PG-13,2008-10-17,129,56,6.3,635305,1300000,6,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1048,PG-13,2008-08-15,96,70,7.1,480314,30000000,2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1050,PG-13,2008-08-29,90,26,5.6,458232,8000000,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1056,R,2008-09-19,101,34,5.9,399879,10800000,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1058,G,2008-07-02,101,63,6.5,388390,2200000,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1067,PG-13,2008-10-10,110,62,6.9,298110,8000000,6,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1073,PG-13,2008-04-04,106,59,7.3,275380,17000000,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1075,R,2008-11-07,100,49,6.4,268461,10000000,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1081,PG,2008-02-29,104,48,6.7,240425,5000000,12,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1093,PG-13,2008-02-01,95,30,5.2,214202,12000000,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1111,PG-13,2008-10-03,119,57,7.0,175281,1500000,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1119,R,2008-11-21,118,84,7.0,163069,3000000,9,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1134,R,2008-09-05,111,72,6.7,137221,10000000,6,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1203,Not Rated,2008-01-25,97,51,5.8,72210,2500000,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
